ngrama,coeficiente,pct_missing_train,pct_missing_test
lind zon,0.025880214,99.81368,99.86389
encontr zon,0.025866048,99.29873,99.00836
puert segur,0.025846785,99.56009,99.572235
estudi habit principal,0.025818704,72.35379,81.57699
callej usaqun,0.02553192,98.44738,98.66809
alcob closet ban,0.025407784,99.723114,99.92222
cocin are,0.025399543,96.52469,97.763954
estudi baos,0.025397487,99.301315,99.71806
priv ban,0.025318589,94.72114,96.07235
constru terraz,0.025259823,99.54456,99.99028
natural pis,0.025249781,99.74381,99.85417
edifici ascensor parqueader,0.025198035,98.90022,99.72778
tenis parqu,0.025189767,99.702415,99.75695
sol ilumin,0.025090093,99.56526,99.455574
hog ideal,0.02505216,98.98044,99.35835
espectacul terraz,0.024991233,98.52501,98.7167
ideal viv,0.024944898,99.64807,99.44585
visit zon,0.024863394,99.7904,99.95139
comercial excelent,0.024742458,97.46403,97.36536
espaci acab,0.024674501,99.83956,99.85417
ban pis mader,0.024646467,99.7257,99.73751
administr aaval,0.02462006,98.94163,98.90142
mader sal,0.024568284,99.05548,99.19308
turc salon,0.024545774,99.81886,99.931946
espectacul duplex,0.024541724,99.62219,99.6014
terraz zon bbq,0.02451424,99.74899,99.9125
social cuart,0.024393473,99.80075,99.92222
comercial zon,0.02417849,99.73347,99.90278
cerc boyac,0.024031037,98.93904,99.241684
cuart util,0.023967525,99.836975,99.96111
san rafael,0.023967395,98.24036,99.99028
call 127,0.023915209,99.83439,99.98056
terraz ampli,0.023808721,99.80851,99.53334
recib permut,0.023732439,99.81368,99.688896
are priv,0.023727551,99.780045,99.9125
comedor chimene,0.02349197,97.86513,97.773674
comedor independient ampli,0.023422344,96.56091,96.519554
conjunt zon,0.023393316,99.82145,100.0
import via,0.023363158,97.27771,96.80148
ban ban social,0.023033295,98.93386,98.998634
alcob habit,0.02300388,99.69206,99.67918
natural cocin,0.02294036,96.229706,97.41396
autop nort inform,0.022835005,99.75158,99.76667
pis ban,0.022821689,98.51724,99.17364
rop terraz,0.022725146,99.72829,99.76667
compart famili,0.02271846,99.836975,99.99028
alcob bao bao,0.022706114,91.98089,90.57935
servici ban sal,0.022661205,99.697235,99.75695
ban compart,0.022609174,99.73088,99.591675
balcn alcob,0.022591619,97.83149,97.22925
tranquil segur,0.022561856,99.20816,98.51254
ubic via,0.022398986,99.73347,99.84445
gimnasi vigil,0.022389244,99.767105,99.84445
ambient cocin,0.022224298,82.71077,86.233604
social ban,0.022198405,97.31652,96.46122
cll 127,0.022183234,99.15382,99.92222
cocin habit ban,0.02217759,99.74123,99.87361
cubiert deposit edifici,0.022136353,91.93431,93.84603
centr histor,0.022112418,99.46434,99.591675
salon jueg,0.022015098,99.34271,99.5139
parqu nin salon,0.021988653,99.44364,99.338905
habit principal bao,0.021853035,98.89764,99.30002
espectacul estren,0.021767981,99.81886,99.552795
pis alcob closet,0.021743938,99.80334,99.85417
servici ban,0.021734582,99.619606,99.79584
acces principal,0.021522308,99.831795,99.825005
ntild pis,0.021428755,92.98228,92.582146
vidri templ,0.021338066,99.79557,99.67918
habit auxili,0.0213282,99.62219,99.78612
auxili ampli,0.021289494,99.6636,99.76667
sal independient,0.021258228,99.8111,99.94167
principal centr,0.021205988,99.632545,98.726425
parqu nin,0.02117558,99.67136,99.62084
principal ampli ban,0.02109548,99.01408,99.348625
comunal parqueader,0.021012438,99.836975,99.87361
cocin integral sal,0.021008834,98.66733,98.60976
gas estudi,0.020918619,99.5989,99.26113
acab sal,0.020730853,99.75675,99.89306
paul usaqun,0.020708792,99.81368,99.95139
saln comunal parqu,0.020676486,99.73088,99.86389
escuch ofert,0.020446502,99.82145,99.825005
hermos esquiner,0.02043843,99.81368,99.99028
auxili estudi,0.020419175,99.67653,99.85417
lavanderi alcob ban,0.020381816,99.81886,100.0
american zon rop,0.020380236,99.697235,99.72778
estudi sal chimene,0.02032072,99.58855,99.75695
balcon excelent,0.020307576,99.81886,99.95139
servici garaj,0.020286191,99.73347,99.94167
pis lamin habit,0.020248635,99.73347,99.94167
admin xxx,0.02024278,99.67394,99.98056
terraz zon,0.02019998,99.67394,99.98056
127 carrer,0.020104986,99.792984,100.0
inform codig,0.020044703,99.83956,99.98056
lavanderi independient sal,0.019951139,99.24956,99.99028
social estudi,0.019950662,98.76307,99.241684
habit ban,0.01980574,99.62478,99.84445
garaj carr,0.019783422,98.96751,98.18199
comercial via principal,0.019737367,99.792984,99.99028
const garaj,0.01973454,99.75675,99.85417
lamin edifici,0.01972789,99.82921,99.92222
ideal disfrut,0.01971489,97.82114,99.97083
ubic barri sant,0.019672405,99.78522,99.241684
cercan centr comercial,0.0195952,99.42552,99.5139
independient estrat,0.019586066,99.82145,99.73751
ampli chimene,0.019540835,98.74496,98.988914
sal ampli,0.019485312,99.79816,99.69862
social ampli,0.019397741,98.527596,98.27921
ampli sal comedor,0.019384148,99.69465,99.70834
ilumin const,0.019280385,99.73088,99.76667
salon reunion,0.019226884,99.80334,99.222244
ban social,0.019201502,99.55491,99.231964
mts2 alcob ban,0.019200437,99.59114,99.572235
plant habit,0.019028915,99.83956,99.552795
comedor balcon chimene,0.01886398,99.79557,99.591675
bibliotec cocin,0.018824402,99.41517,98.7167
line edifici,0.018788937,99.58596,99.52362
alcob estudi alcob,0.018676262,99.73088,99.591675
segur priv ascensor,0.018648889,99.75934,99.64029
independient ubic,0.018639203,99.5782,99.69862
exterior edifici,0.018563412,99.63772,99.89306
auxili alcob,0.018548971,99.82145,99.815285
sta barb,0.01854477,99.836975,99.931946
sal pis,0.018521486,99.21592,99.41669
deposit cocin,0.018517762,98.975266,98.41532
servidumbr deposit,0.018395483,99.66877,99.88334
habit balcon,0.018347204,99.792984,99.309746
dobl garaj,0.018346302,99.575615,99.348625
ban closet,0.018336968,99.76969,99.88334
excelent estren,0.018335868,99.761925,99.87361
estudi bao social,0.018310495,99.69206,99.15419
duplex alcob,0.018305365,99.69465,99.92222
barb alta,0.01828389,94.555534,99.12502
estudi cuart ban,0.01826645,99.62478,99.9125
gimnasi dot,0.018190473,98.85105,99.89306
comunal parqu infantil,0.01813264,99.24956,99.83473
carrer cerc,0.018020282,99.48245,99.931946
vist exterior sal,0.017885875,99.80334,99.99028
cuart pis exterior,0.017816948,99.55491,99.455574
social piscin,0.017670184,97.872894,99.30002
cocin ampli,0.017654026,98.60005,99.64029
ban nivel,0.017568663,99.40741,99.83473
calent gas pis,0.017418716,99.81368,99.99028
call 100 call,0.017381776,99.570435,99.825005
infantil gimnasi,0.017190134,98.848465,99.87361
servici ntild,0.017175226,99.18487,99.552795
parqu infantil canch,0.017139938,99.48504,99.88334
tranquil zon,0.017136522,99.76452,99.9125
deposit salon,0.017131811,99.8111,99.78612
alcob bao alcob,0.017127384,99.71277,100.0
cerc parqu zon,0.017010756,95.57504,97.21953
natural edifici,0.016895035,99.7464,99.78612
natural zon,0.016878976,99.5989,99.688896
espectacul vist,0.016862364,99.8111,99.79584
tanqu reserv,0.016859941,99.12794,99.805565
pis lind,0.01662436,99.824036,100.0
marcel bautist,0.016600028,97.32429,98.27921
complet sal comedor,0.016557148,99.80851,99.74723
social habit,0.016433293,99.69465,99.85417
ubic sector exclus,0.016428983,99.79816,99.9125
const alcob closet,0.016309692,99.80075,99.87361
acces vehicul,0.016285026,99.78781,100.0
baos sal,0.016234713,99.39447,99.78612
estudi deposit,0.016096115,99.774864,99.75695
mader cocin,0.015966535,99.3246,99.62084
gimnasi salon,0.01595596,99.80334,100.0
cocin zon lavanderi,0.015939051,99.69206,99.94167
gimnasi zon infantil,0.015724035,99.69206,99.94167
alcob ban,0.01568295,99.7257,99.815285
ilumin habit ban,0.015588689,99.831795,99.84445
excelent ubic cerc,0.015116226,99.831795,99.63056
habit compart,0.015007098,99.21592,100.0
deposit acces ascensor,0.015000998,99.60407,99.455574
lind ubic,0.014998059,99.81368,100.0
pis nivel,0.0149870515,99.61184,99.71806
pis exterior excelent,0.0148837995,99.40224,99.9125
ban auxili,0.014640851,99.73347,99.99028
ban salon,0.014517535,99.25732,99.83473
acces call 116,0.014508419,99.70759,99.62084
zon lavanderi estudi,0.014462914,99.24956,99.85417
social gimnasi terraz,0.0144450525,99.715355,99.89306
closet ban habit,0.014426348,99.761925,99.69862
lne depsit edifici,0.014401697,99.6636,97.39452
hermos pis,0.014378269,99.68171,99.79584
ban priv ampli,0.01429841,99.8111,99.84445
ubicacin cerc,0.014252296,91.22013,84.84342
parqueader visit salon,0.014241769,91.94983,87.244644
vist terraz,0.014225427,96.49364,93.350204
bao alcob bao,0.014209208,99.824036,99.89306
servici ban social,0.014150739,97.32429,97.627846
ban social hall,0.014096964,99.71794,99.805565
habit pis,0.014083305,99.42552,99.49446
alcob estudi,0.014067667,99.73605,99.52362
bulev niz,0.014060767,99.51868,99.35835
nivel ubic,0.013997854,98.905396,99.17364
via secundari,0.01398797,99.79816,99.92222
comedor ilumin,0.013947718,96.177956,96.5876
comedor chimene terraz,0.013913292,99.614426,99.84445
carrer autop,0.013701492,99.831795,99.94167
deposit parqueader independient,0.013701129,99.697235,99.815285
salon social salon,0.013650522,99.614426,99.98056
zon labor,0.013621978,99.761925,99.99028
cubiert deposit pis,0.013544259,99.39965,99.86389
alcob sal,0.013490161,99.77745,99.96111
alcob bao,0.013472693,99.75158,99.9125
abiert sal comedor,0.0134434905,96.23747,98.123665
teatrin salon,0.013366126,99.38671,99.53334
ampli ilumin,0.013342469,99.7904,99.92222
terc pis exterior,0.013325774,99.58855,99.97083
carull cerc,0.013265826,98.51207,98.63893
rentahous finc,0.013150747,99.47469,99.62084
terraz nivel,0.013141574,99.36342,99.84445
garaj line cubiert,0.013109367,99.65842,99.815285
vist panoram,0.013084181,99.836975,99.97083
gimnasi zon,0.013083963,99.45141,99.825005
luz natural ampli,0.012998265,99.45141,99.825005
balcon habit,0.0129675055,99.83439,100.0
ampli zon,0.0129596125,99.83439,99.94167
sal reunion,0.012943317,99.81368,99.338905
deposit edifici modern,0.012918145,99.52127,99.41669
exterior alcob,0.012878824,99.19005,99.5139
social cocin integral,0.012873324,99.58596,99.74723
lind terraz,0.01279379,99.73605,99.88334
pis ampli,0.012756528,99.723114,99.90278
ban cocin sal,0.012740361,99.81886,99.70834
frent parqu,0.012725831,99.47211,99.338905
independient nivel,0.01271546,99.80334,99.75695
deposit edifici parqueader,0.012714878,99.83439,99.65973
ilumin natural,0.012699018,99.562675,99.41669
barri sant,0.012563246,99.51092,99.465294
privilegi cerc,0.012551299,99.831795,99.98056
escaler mader,0.012537924,99.384125,99.319466
bbq pis,0.012521121,99.81627,99.72778
cerr vigil hor,0.0124881705,98.864,98.95975
comedor ampli,0.012437241,99.836975,99.84445
espaci excelent,0.012431423,99.74123,99.89306
closet ban sal,0.012308397,99.79557,99.95139
gimnasi terraz comunal,0.012294194,97.93241,96.538994
cerc almac caden,0.012172122,99.63513,98.76531
estudi habitacin,0.012157904,98.65957,99.13475
jueg infantil,0.012070288,99.78781,99.931946
excelent vist,0.01205824,99.7904,99.86389
deposit garaj,0.011878196,99.73347,99.87361
exterior vist,0.011830512,99.53421,99.76667
garaj visit,0.011825535,99.69465,99.87361
independient zon lavanderi,0.01182253,99.60407,99.815285
ascensor parqueader visit,0.011817468,99.59631,99.84445
esquiner pis,0.011800759,99.28062,99.36807
cerc principal,0.011773401,99.80334,99.75695
servici sal,0.011768531,98.9468,98.502815
cubiert cuart,0.011718791,99.5368,99.38751
deposit garaj independient,0.011714038,99.8111,99.572235
gym salon social,0.011634409,99.82921,99.92222
ping pong,0.011602508,99.82662,99.84445
carrer call,0.011560936,99.34531,99.49446
closet bao priv,0.011551942,99.49022,99.83473
ban espaci,0.011520235,99.5782,99.83473
vesti closet,0.0114387795,99.583374,99.815285
cuadr pis,0.01138446,99.67912,99.338905
parqu simon boliv,0.011383721,99.774864,99.805565
ubic espaci,0.011364032,99.40482,99.89306
remodel sal comedor,0.011362869,99.27544,98.998634
cerc colegi univers,0.011346319,99.80075,99.85417
zon lavanderi cocin,0.0113329515,99.570435,99.86389
hermos conjunt,0.011281996,99.67912,99.49446
servici cuart,0.011217666,99.78781,99.95139
ampli comod,0.011174944,99.77745,100.0
call call,0.011116319,99.71794,99.84445
bbq vigil priv,0.011059901,99.7464,99.65001
gimnasi saln comunal,0.011022811,99.82921,100.0
ban independient,0.0108806575,99.570435,99.87361
hermos duplex,0.0107855,99.754166,99.65001
boyac aven,0.010708303,99.67136,99.96111
deposit sal comedor,0.010700439,99.31684,98.006996
entrad independient,0.010568378,98.01781,97.85145
call 100,0.010534215,99.81886,99.90278
estrateg ubic,0.010525265,99.82921,99.83473
pep sierr,0.010513602,99.64807,99.455574
comercial ubic,0.010461759,99.60925,99.581955
comedor terraz,0.010434904,99.5989,99.65001
excelent via,0.010320129,99.74899,99.86389
transport pblic,0.010283565,99.109825,98.58059
ceram nivel,0.010281043,99.435875,99.30002
alcob bao priv,0.010280875,99.02702,98.979195
cerc cra,0.010261054,99.836975,99.26113
auxili pis,0.010195093,99.72829,99.562515
vill magdal,0.010140732,99.14088,98.94031
cerr comedor,0.0101017635,99.15382,95.93624
deposit terraz,0.010085474,97.916885,96.62649
lavander independient cuart,0.010079257,99.31684,98.17227
gas zon lavander,0.010009561,99.824036,99.65973
alcob ban complet,0.009978524,99.50833,99.319466
pis garaj cubiert,0.009958563,98.444786,97.93895
bell suiz,0.009877297,99.314255,99.14447
independient pis,0.009862136,99.83439,100.0
edifici ano constru,0.009787154,99.83439,100.0
garaj dobl,0.0097294515,99.77228,99.16391
gas garaj,0.009693453,99.54456,98.47365
gimnasi salon comunal,0.009523852,99.43846,99.348625
varied restaur,0.009492974,99.73864,99.75695
ilumin cerc,0.009430866,99.831795,99.88334
balcon cocin abiert,0.009383853,99.46434,99.348625
zon lavanderi sal,0.009215799,99.5782,99.54307
ceram mader,0.009169929,99.73864,99.5139
parqueader visit saln,0.009134866,99.62478,99.688896
esquiner exterior,0.009028635,99.705,99.99028
pis hall,0.009024687,99.54715,99.5139
espectacul pis,0.009014763,99.72053,99.85417
habit bao priv,0.009003889,99.73347,99.87361
qued cerc,0.008997517,99.80851,99.9125
bill ping,0.008885807,99.68688,99.76667
ciud excelent,0.008854775,99.513504,99.222244
sal comedor sal,0.0088502625,99.81886,99.9125
comun salon,0.008783048,97.68398,97.44313
ban cocin integral,0.008777912,99.5575,99.52362
nivel alcob,0.008688916,99.60925,99.688896
abiert zon lavanderi,0.008632801,99.702415,99.44585
exterior interior,0.008614434,98.975266,99.35835
comunal zon verd,0.008590574,99.500565,99.70834
natural sal,0.008564147,99.82145,99.92222
parqueader deposit edifici,0.008535273,99.73605,99.552795
import via acces,0.008530565,99.7904,99.688896
sal habit principal,0.008529609,98.82259,98.386154
hall alcob habit,0.008471215,99.705,99.5139
ban priv vesti,0.008440504,99.710175,99.69862
zon lav ampli,0.0084176045,99.69465,99.87361
cuadr alcob,0.008368855,99.83439,99.805565
ampli luz,0.008363066,99.34271,99.309746
estudi abiert,0.008323299,99.73347,99.75695
parqueader cubiert line,0.008315585,99.831795,99.825005
via acces aven,0.008304645,99.79557,99.688896
zon comun salon,0.008283556,99.83956,99.90278
ban ban,0.008257741,99.66618,99.63056
facil transport public,0.008212659,99.73347,99.74723
zon verd,0.008191322,99.74123,99.63056
remodel ampli,0.008118132,99.78263,99.805565
natural const,0.008014931,99.79557,99.815285
chimene cocin,0.008010174,99.82921,99.19308
sant brbar cod,0.00790987,99.60149,99.12502
habit ban pis,0.007897559,99.13312,98.8917
balcon cuart,0.0077701523,99.01666,97.85145
pis exterior,0.007700137,99.55491,99.74723
ban cocin tip,0.007674274,99.66101,99.84445
garaj line,0.007671186,99.75675,100.0
ntild cocin,0.0076258546,99.65583,99.805565
vist zon,0.0075644017,99.82921,99.75695
pis parqueader,0.007522736,99.73088,99.96111
sant barb cod,0.0075193103,99.684296,99.85417
bao priv alcob,0.0074794013,99.74381,99.66946
comedor independient sal,0.007437434,99.55491,99.94167
ban priv tin,0.007291555,97.46403,99.38751
jueg nin,0.0072550494,99.82662,100.0
bao parqueader,0.0072309207,99.3039,99.076416
total independient,0.007178109,99.72053,99.71806
estudi cocin cerr,0.007090208,99.8111,99.86389
principal call,0.0070792953,99.59631,99.75695
molin nort,0.007049097,99.81886,99.89306
acces carrer carrer,0.007047887,99.44364,99.38751
nivel nivel,0.006999596,98.05921,98.63893
servici independient,0.0069843503,99.13312,98.969475
jacuzzi terraz,0.006919075,99.80334,99.89306
pis cuart,0.006911665,99.122765,99.241684
pis exterior habit,0.0068387873,99.10206,99.15419
rop alcob,0.0067756725,99.632545,99.73751
alcob ampli,0.006679201,99.705,99.88334
parqueader sal,0.0066454336,99.17193,99.38751
constru ano,0.0066442005,99.3893,98.852806
estren alcob,0.0065954444,95.05494,96.509834
cocin abiert meson,0.006585325,99.33495,99.40697
ubic mejor,0.006557274,98.14978,99.00836
gimnasi parqueader visit,0.00652353,99.6636,99.688896
gimnasi teatrin,0.006506132,98.64404,98.88198
infantil sal,0.006485623,99.63513,99.591675
boyac call,0.0064802933,99.45917,99.69862
parqueader lne,0.0064367587,99.79816,99.49446
chimene balcon cocin,0.0063249194,99.33754,99.18336
nivel habit principal,0.006276727,98.53795,98.63893
cubiert independient,0.006231241,99.61184,99.63056
ban priv balcon,0.0062291236,99.831795,99.78612
terraz bbq,0.0062228558,99.39706,99.12502
alto vist,0.006191161,99.218506,98.35699
closet zon,0.006111548,99.80592,99.87361
canchab multipl,0.0060967864,98.97009,99.348625
alcob alcob,0.0060644196,99.754166,99.87361
acab pis mader,0.006041642,99.63513,99.931946
chimene deposit,0.006029038,99.614426,99.66946
comedor integr,0.0059792143,95.63973,96.40289
espaci sal comedor,0.005965165,99.52386,99.16391
ampli sal,0.0058021825,97.58306,98.250046
cocin abiert habit,0.0057769776,99.67136,99.78612
centr medic,0.0057319584,99.33495,99.52362
nort bogot,0.0057064807,99.82145,99.65973
servici garaj deposit,0.0056974427,99.01149,99.2903
rop pis mader,0.0056538233,98.97268,98.988914
auxili bao,0.005638143,98.65698,98.92086
cuadr terraz,0.005635728,96.67218,96.636215
mader lamin parqueader,0.0056251325,98.413734,97.754234
nivel sal,0.005534494,99.65066,99.48473
contcten agend,0.0055251145,99.767105,99.76667
social chimene,0.005491098,99.71277,99.95139
closet mader,0.0054263114,97.78232,98.69726
ban hall,0.0054258048,99.71277,99.78612
gimnasi squash,0.005412517,99.58079,99.97083
zon nin,0.0053982944,99.5782,99.1153
chimene habit,0.005360637,99.187454,98.69726
centr comercial unicentr,0.0052683046,99.32978,99.53334
lug ideal,0.0051941588,99.82145,99.86389
ubic sector,0.0050488133,99.5575,99.552795
ban alcob,0.0050206776,96.995636,96.373726
independient parqueader,0.0050031184,98.95974,98.39588
visit gimnasi saln,0.0049728965,99.36342,99.53334
pis habit closet,0.004927481,98.6311,98.755585
salitr oriental,0.004895426,99.80334,99.88334
servici parqueader,0.004884559,99.62219,99.95139
independient alcob ban,0.0048763934,99.5782,99.76667
ban balcon,0.0047859536,99.60149,99.53334
deposit apts,0.004695446,99.12794,99.37779
zon social ampli,0.0046915873,99.74899,99.70834
dep oacut,0.004630955,99.39447,99.79584
habit ban principal,0.0045635663,92.5398,92.582146
natural cuart,0.004517041,98.70097,99.066696
terraz cubiert,0.00448627,99.54456,99.70834
cocin total,0.004470595,96.85072,97.55007
priv ascensor,0.004443335,98.012634,98.39588
barb cod,0.0044211987,99.715355,99.9125
estudi parqueader,0.0044037793,99.715355,99.825005
san luis,0.004289538,99.78522,99.96111
estudi family,0.0042171297,98.70097,97.22925
deposit salon comunal,0.0042028525,99.82662,99.99028
deposit const,0.0041759075,99.52386,99.26113
edifici salon social,0.0041662925,99.77745,99.92222
hermos ilumin,0.004116746,99.3039,99.40697
vend ubic,0.004099187,99.82662,99.88334
rah rentahous vend,0.004022723,99.500565,99.455574
hermos nivel,0.003957657,99.83956,99.96111
balcn habit,0.0039507826,99.61184,99.71806
hous piscin saun,0.0038587474,99.80075,99.581955
alcob terraz,0.0038211276,99.68688,99.52362
cocin integral estudi,0.003818354,98.70873,98.92086
const habit principal,0.00380679,99.03737,98.7167
espectacul remodel,0.0037983959,99.81368,99.79584
cerr gas,0.0037914063,99.531624,99.53334
exterior ilumin natural,0.003777927,98.944214,98.34727
cerc centr comercial,0.003752533,98.09544,96.8501
excelent ubic,0.0037168546,99.48504,98.51254
circuit cerr vigil,0.0037103456,99.75675,99.805565
servici garaj independient,0.0037087125,99.82145,99.805565
terraz comunal bbq,0.0037024631,99.76452,99.79584
bbq sal,0.0036836623,99.68947,99.74723
pis mader maciz,0.003672664,98.801895,98.91114
cuart rop independient,0.003655183,99.69982,99.62084
priv vesti,0.0035991406,99.70759,99.572235
pis are,0.003563604,99.33495,98.726425
acces zon,0.003435593,99.67394,99.79584
zon bancari,0.003364142,99.06842,99.338905
vigil hor circuit,0.0033607131,99.61702,99.815285
principal facil acces,0.0033452045,98.41115,98.60976
constru pis,0.0033269285,99.61184,99.329185
ubic carrer,0.003307819,99.0089,98.25977
alcob principal walk,0.0032512161,99.81886,99.931946
alcob ntild,0.0032144252,99.81886,99.931946
sal comedor ntild,0.0031441592,98.77342,98.61948
integral comedor auxili,0.0031289305,99.81627,99.86389
visit vigil,0.0031124211,99.77745,99.99028
ampli nivel,0.0030837152,99.10465,99.98056
lamin parqueader,0.002918978,98.95457,99.05697
chimene cocin integral,0.0029150567,99.430695,99.78612
cuadr call,0.002708732,99.80334,99.805565
conjunt gimnasi,0.0026567904,99.29355,99.95139
zon lavanderi cuart,0.0024737664,99.7257,99.96111
cocin integral gas,0.0024707331,93.79996,96.43205
optim condicion segur,0.0024081576,99.68688,99.98056
ntild priv,0.0023499453,98.74496,99.38751
piscin zon,0.0022952864,99.8111,99.72778
xxx xxx,0.0022501552,95.39391,94.9835
deposit zon comun,0.0022366424,98.98044,98.82364
sector exclus,0.0021504234,99.22627,98.8042
principal vesti ban,0.002122816,99.45658,99.9125
call 127 carrer,0.002088751,98.83294,99.36807
priv cocin,0.0020848047,99.70759,99.90278
deposit nivel,0.0020503507,99.41258,98.87225
habit habitacin,0.00204349,95.90626,92.42659
parqueader excelent,0.0020283223,98.082504,96.41261
independient deposit conjunt,0.0019474814,97.07068,96.033455
hall sal,0.0019137848,99.79557,99.87361
balcon alcob,0.0019025787,99.570435,99.086136
cod vmisx,0.0018768479,99.55491,99.78612
salon jueg salon,0.0018173562,99.32719,99.85417
ampli ubic,0.001810718,99.40482,99.90278
pads present,0.0017139589,99.71794,99.688896
restaur supermerc,0.0016342828,99.614426,99.96111
ampli alcob principal,0.0016337717,99.02184,98.65837
conjunt club,0.0016203823,99.8111,99.90278
barri sant barb,0.0015509868,99.77745,99.61112
integral abiert gas,0.0015325781,99.7464,99.825005
independient puert,0.0015001466,99.23662,99.552795
salon nin,0.0014204006,99.67136,99.77639
habit ntild,0.0014105138,99.754166,99.75695
794 empres,0.0013876329,99.62219,99.79584
salon jueg nin,0.0013410633,98.18861,98.66809
5to pis,0.0012125913,99.60149,99.71806
ban zon,0.0011742583,99.705,99.74723
cerc carull,0.0011714111,97.2156,97.96812
sant paul usaqun,0.0011514103,99.2625,99.50418
comercial haciend,0.0011379715,99.492805,99.47501
luz natural sal,0.0011296904,99.75675,99.83473
comunal canch,0.001074638,98.89764,98.78476
pis porcelanat,0.0010691604,99.754166,99.95139
abiert balcon,0.0010582473,98.52501,99.329185
mader garaj,0.0010088107,99.45917,99.04725
mader sal comedor,0.0010025395,99.44623,99.39724
cuart rop,0.0009581171,99.81627,99.99028
segur priv,0.00094786886,99.549736,99.16391
cuart util deposit,0.00092583615,96.397896,96.286224
nio saln,0.000876915,98.62593,98.113945
centr comercial colegi,0.00086105696,99.384125,99.75695
recepcion salon,0.00084506074,99.80075,99.86389
balcon ban,0.0007832525,99.73605,99.84445
ban parqueader,0.00076915167,99.288376,99.241684
sal terraz,0.0007351042,99.761925,99.39724
pis ubic,0.00072932406,99.65066,99.74723
terc pis,0.0007042329,98.10321,98.70698
bao alcob,0.0006877972,99.69982,99.84445
zon bbq parqu,0.0006726668,99.68688,100.0
sal comedor habit,0.00063627714,99.81368,99.95139
sector residencial tranquil,0.00053143944,99.844734,99.94167
ban suit,0.00052638946,99.73088,99.71806
independient zon,0.000520855,97.70986,97.151474
comedor chimene gas,0.00048802837,99.14088,99.309746
caden exit,0.0003498786,99.81627,99.9125
independient ampli,0.00034420798,99.72053,99.73751
edifici zon,0.00026149154,82.65124,82.70469
verd zon bbq,0.0002227524,98.39821,98.755585
ubic san patrici,0.00021185992,98.92351,99.04725
ascensor vigil,0.00019824333,99.51868,99.562515
nort call,0.00010252923,99.69206,99.825005
restaur zon,6.442012e-05,99.7904,99.70834
colegi supermerc,5.298224e-05,98.28176,97.39452
flor mor,3.0745305e-05,96.57385,98.16255
cocin sal,2.6569669e-05,98.004875,97.59869
residencial tranquil,1.5062106e-05,99.632545,99.61112
clinic rein sofi,7.84018e-06,99.69206,99.75695
dep oacut sit,2.5760044e-06,99.492805,99.6014
centr comercial haciend,5.430981e-07,95.9166,97.890335
inform comunicar el,2.3876729e-07,98.77602,99.2903
comercial haciend sant,1.36935e-07,99.28579,99.63056
contcten agend cit,1.06514435e-07,99.67912,99.88334
comercial hayue el,2.0882387e-08,99.52386,99.465294
bill ping pong,1.08557545e-08,99.774864,99.552795
ciud 794 empres,8.239889e-09,99.80075,99.815285
rentahous finc raiz,6.9415513e-09,99.632545,99.74723
favor comunicar el,6.824321e-09,99.82921,99.825005
ciud 794,2.7466296e-09,99.039955,99.70834
usaqun inf flor,-3.0241383e-09,99.322014,99.76667
subast bas ofert,-2.666709e-07,89.2484,90.452965
el cit previ,-1.3284043e-06,99.56785,99.48473
parqueader cubiert conjunt,-5.5731366e-06,99.08653,98.988914
balcon walking closet,-1.934367e-05,99.26767,99.552795
partament ideal garantiz,-2.3997543e-05,99.67912,99.73751
priv alcob,-5.53537e-05,99.78263,99.825005
ban cocin pati,-0.00012168967,99.409996,99.04725
habit alcob,-0.00013297836,98.60264,98.16255
hab ban,-0.00023403332,99.29096,99.931946
cient cuarent,-0.00025214002,99.384125,99.931946
excelent luz,-0.00025328354,99.45141,99.309746
comedor ambient,-0.00026863173,96.064095,94.516846
bao bao,-0.00027254524,99.66618,99.48473
verd parqu infantil,-0.00030779527,99.47469,99.66946
garaj pis,-0.00032000805,99.71277,99.65001
call 138,-0.00033050828,98.35422,97.03481
sol manan,-0.00034104474,99.27544,99.30002
parqueader visit ubic,-0.00041937784,99.8111,99.89306
lind remodel,-0.00044209373,99.174515,99.98056
sector ciud,-0.00044534937,99.82662,99.95139
cardi infantil,-0.00047971154,99.69206,99.61112
nivel alcob ban,-0.0004925868,99.80075,99.75695
exterior excelent,-0.00049684173,99.49798,99.64029
parqueader line deposit,-0.00050305686,99.77228,99.591675
vesti estudi,-0.00051284325,99.7464,99.99028
cocin abiert,-0.0005142565,99.69982,99.97083
ascensor saln comunal,-0.00053537363,99.36342,99.26113
subast bas,-0.0005565573,99.72829,99.97083
servici cocin,-0.00058132235,99.68688,99.85417
exterior conjunt,-0.0005897165,99.64807,99.97083
parqueader estrat,-0.00063528004,99.81368,99.94167
comerci transport,-0.00068924786,99.52644,99.77639
independient edifici,-0.0006997929,99.66618,99.79584
bbq salon comunal,-0.000739392,99.69982,99.67918
ampli bao,-0.0009868095,99.68688,99.87361
jueg gimnasi,-0.0010331016,99.83439,99.83473
jueg parqu,-0.0010768106,99.43329,99.66946
habit walking,-0.0011374548,99.74899,99.98056
balcon parqueader,-0.0011661104,99.58079,99.65973
rentabl kennedy,-0.0011770625,99.05807,99.92222
facil transport,-0.0011957324,99.69206,99.552795
clinic bosqu,-0.0012022797,99.78781,99.96111
