ngrama,coeficiente,pct_missing_train,pct_missing_test
priv ban social,-0.0012223743,99.61184,99.9125
social garaj,-0.0012338383,99.52904,99.688896
ban deposit,-0.0012415297,99.33754,99.212524
vigil priv,-0.0012848632,99.83956,99.97083
acogedor ilumin,-0.0013156414,99.640305,99.562515
via acces transport,-0.0015735104,99.73088,99.49446
ban servici alcob,-0.0015837853,99.40224,99.53334
priv bao social,-0.001590462,99.73088,99.71806
disfrut tranquil,-0.0016066697,99.60667,99.42641
sector residencial cercan,-0.0016157094,99.614426,99.76667
are verd,-0.00164616,99.754166,99.71806
cerc centr,-0.0017245223,99.77745,99.84445
gas natural,-0.0017247258,99.52644,99.105576
xxx administr xxx,-0.0017470996,99.68688,99.75695
via principal,-0.0017503715,99.77228,99.65001
independient cocin abiert,-0.0018138159,99.22627,99.212524
cuart principal,-0.0018267577,98.97268,98.988914
garaj deposit edifici,-0.0019160424,99.60407,99.562515
carrer call 116,-0.0019169924,99.836975,99.87361
lamin sal comedor,-0.001925319,95.01095,92.951584
balcon comedor,-0.0019524387,99.80334,99.83473
deposit excelent,-0.0019891288,99.461754,98.07506
comedor balcon cocin,-0.001991607,99.83956,99.319466
entid financier,-0.0020298362,99.82145,99.825005
salon social bbq,-0.002140227,99.61184,99.61112
parqu infantil,-0.002141614,98.97268,99.15419
xxx administr,-0.0021934423,99.774864,99.77639
integral gas natural,-0.0022154942,99.42811,99.2903
vigil hor ubic,-0.0022169203,99.3039,99.41669
social pati,-0.002239244,99.715355,99.84445
pis alcob,-0.0022615294,97.64517,95.70291
ubic exclus zon,-0.0022861431,99.48504,99.76667
exterior excelent ilumin,-0.0023283337,99.705,99.84445
are habit,-0.002345466,99.62996,99.319466
zon comun terraz,-0.0024133024,99.73088,99.50418
auxili cocin,-0.0024785944,99.252144,99.066696
integral cuart,-0.0025093528,97.58306,97.39452
social salon,-0.0025104738,99.75158,99.71806
squash canch,-0.0026208635,99.5989,98.92086
integral zon,-0.002621337,99.00373,99.47501
balcn sal,-0.0026326536,99.52644,99.86389
visit plant,-0.002658388,99.715355,99.1153
acces sal,-0.0026690827,99.10724,99.43613
social ceram,-0.0026838817,95.070465,92.43631
aut nort,-0.0027192498,99.67653,99.6014
alcob parqueader,-0.0027489325,99.29614,98.68754
ilumin cocin,-0.0028046072,99.22627,98.61948
adicional comedor diari,-0.0028046195,99.70759,98.95003
interior exterior,-0.0028198578,98.32834,98.65837
sal comedor ban,-0.0028368002,99.74123,99.69862
parqueader visit parqu,-0.0029257946,99.82921,99.815285
social estudi sal,-0.002938044,98.86917,99.105576
cocin zon lavander,-0.002943613,99.73864,99.65001
usaqun excelent,-0.0029791512,99.836975,99.815285
sector nort,-0.0029911327,99.80851,99.90278
interior garaj,-0.0030070134,98.905396,98.92086
alta izacion,-0.0030219913,99.824036,99.805565
const habit baos,-0.0030469517,98.7579,98.862526
servici zon lavanderi,-0.003163428,99.80334,99.90278
ban servici parqueader,-0.0031815288,98.72944,99.2028
comercial parqu,-0.0031928462,99.575615,99.688896
social parqu,-0.003194685,99.684296,99.69862
sal comedor zon,-0.003300178,99.19005,99.2028
sant barb usaqun,-0.0033373581,99.79557,99.71806
parqueader independient edifici,-0.0033406294,99.0089,98.862526
cubiert ubic,-0.0034500628,99.16675,99.52362
saln comunal saln,-0.003541073,99.63772,99.72778
comedor excelent,-0.0035480482,98.393036,99.39724
occident ciud,-0.0036456345,99.448814,99.86389
ban priv estudi,-0.0036621573,99.378944,99.89306
ubic cerc,-0.0037651183,99.531624,99.77639
excelent ilumin natural,-0.003803341,98.6518,99.74723
constru edifici,-0.0038813397,99.096886,96.908424
ofrec espectacul,-0.003886209,99.79557,99.19308
cerr zon,-0.0039027175,98.90798,98.7167
cerc zon,-0.0039477106,98.90798,98.7167
principal ban ban,-0.0039680824,99.58596,99.12502
acces balcon,-0.0039919205,96.8145,96.01401
natural ban,-0.004021909,99.8111,99.84445
alcob principal,-0.0040324377,99.78263,99.87361
chimene gas balcon,-0.0040665683,98.99079,99.53334
caracterist adicional comedor,-0.0041078315,99.80592,99.96111
2do pis,-0.004123646,99.1564,99.805565
natural excelent,-0.0041241725,99.653244,99.70834
usaqun vend,-0.00415442,99.288376,99.455574
closet par,-0.004157305,99.73347,99.77639
cortin blackout,-0.0042252806,99.50316,99.70834
call cient,-0.004260024,99.46434,99.70834
estren pis,-0.0043107974,99.80851,99.92222
hor ascensor,-0.0043526026,99.47728,99.85417
abiert ban social,-0.004364083,99.29355,99.73751
patrici usaqun,-0.004396929,98.848465,99.50418
garaj cubiert deposit,-0.0044025434,94.44685,95.97513
1er pis,-0.004440422,97.14573,98.83337
salon social jueg,-0.004453138,99.76969,99.73751
cocin remodel,-0.0044809557,99.780045,99.9125
estacion transmileni alcal,-0.004489157,99.453995,99.78612
call 109,-0.0045128376,99.70759,99.931946
deposit puert,-0.0045161303,99.74899,99.70834
club hous zon,-0.0045439196,99.08395,98.81392
tip american zon,-0.0045682336,99.56526,99.64029
exterior habit,-0.0045861625,99.81627,99.88334
acab ubic,-0.0045966706,99.65842,99.12502
bbq jueg,-0.0046336274,99.780045,99.825005
visit parqu infantil,-0.00465988,99.81886,99.805565
integral zon lavanderi,-0.0047120494,99.82921,99.92222
carrer noven,-0.0047121476,99.619606,99.92222
conjunt ubic,-0.0047309804,99.82662,99.96111
exclus sector sant,-0.004742045,99.78522,99.94167
estudi ubic,-0.004784903,99.36601,99.76667
zon social,-0.004848273,98.97785,99.73751
ban cocin abiert,-0.0049037123,99.715355,99.89306
ban social parqueader,-0.005000544,99.73605,99.79584
habit principal,-0.005058918,99.82145,99.95139
espaci cocin,-0.005080058,99.575615,99.825005
pis habit sal,-0.005099534,98.16013,99.02781
natural habit ban,-0.005122692,98.6311,98.852806
line deposit,-0.0053038197,99.65842,99.69862
acces aven,-0.005415604,99.69206,99.931946
turc canch,-0.00544452,99.76452,99.92222
cocin cerr zon,-0.005465364,99.73088,100.0
sup ampli,-0.0054879053,99.73088,100.0
nort cod,-0.005497811,99.05031,99.42641
exterior const,-0.005513558,99.697235,99.62084
concept abiert,-0.005653507,99.72829,99.90278
zon lav,-0.0057383343,99.65583,99.79584
electr suplenci,-0.0057502068,99.80851,99.87361
alcob garaj,-0.005831042,99.23662,99.62084
salon jueg parqu,-0.005840654,99.29614,99.77639
garaj sal comedor,-0.005897509,99.549736,99.465294
alcob principal closet,-0.0059299855,99.109825,99.77639
zon rop sal,-0.006008545,99.62478,99.591675
zon rop cocin,-0.006059246,99.80851,99.92222
ascensor pis,-0.0061140703,99.82662,99.65973
inform claudi,-0.00611841,99.570435,99.41669
pist trot,-0.006179477,99.58596,99.70834
terc nivel,-0.0062991525,99.37377,99.591675
ppal ban,-0.006344186,99.619606,98.69726
auxili zon,-0.006363601,98.81224,99.05697
bao servici cocin,-0.0063893655,99.73864,99.825005
const nivel,-0.006432714,99.69465,99.76667
zon nort,-0.006463391,99.74381,99.581955
ascensor terraz,-0.006484748,99.54198,98.88198
autop nort,-0.0065563177,99.58596,99.79584
const alcob ban,-0.0066015017,99.78781,99.815285
closet ban social,-0.0066177016,98.25847,98.02644
sal chimene comedor,-0.0066204574,98.59746,99.2903
deposit ano,-0.0066294167,99.67136,99.67918
cerc zon comercial,-0.0067010894,99.66877,99.53334
habit vesti,-0.00684838,99.82145,99.84445
ascensor conjunt,-0.0068918946,99.83439,99.78612
entreg cortin,-0.006922996,99.67394,99.78612
cerr cuart,-0.006977989,99.60149,98.726425
zon comercial,-0.0071491534,99.705,99.562515
ban garaj cubiert,-0.0071914825,99.78781,99.77639
cel 310,-0.0072081187,99.58855,99.42641
infantil salon comunal,-0.0072958036,98.42409,97.890335
san patrici usaqun,-0.007304531,99.73088,99.79584
banc restaur,-0.007337399,99.47211,99.69862
balcn cocin,-0.007391839,96.07445,95.654305
cocin ban pati,-0.007416108,99.63513,99.2903
baos alcob,-0.007439443,99.80592,99.64029
colegi univers,-0.007453667,99.831795,99.73751
division vidri,-0.0074565765,99.715355,100.0
cocin pati,-0.0075189425,98.6311,99.66946
electr zon,-0.007632444,99.83439,99.99028
ubic zon,-0.007645587,99.81627,99.96111
ban garaj,-0.0077660945,99.774864,99.77639
lavanderi pis,-0.0077870055,99.82662,99.85417
comedor zon rop,-0.007881303,99.430695,99.095856
saln comedor,-0.007972411,99.78781,99.825005
deposit pis,-0.007993203,99.67653,99.99028
social cerc,-0.008032152,99.500565,99.73751
alcob baos,-0.008050111,96.21677,96.50011
walk closet ban,-0.008100356,99.792984,99.88334
duplex exterior,-0.00811931,99.80851,99.92222
barri residencial,-0.008131507,99.60667,99.89306
abiert zon,-0.008227496,99.83439,99.99028
chimene cuart,-0.008291631,99.76452,99.815285
bbq zon,-0.00831129,99.81627,99.86389
parqueader visit plant,-0.008322731,99.761925,99.90278
usaqun cod,-0.008324479,99.59373,99.36807
alcob principal bao,-0.008332158,99.58596,99.42641
baos pis,-0.008424613,99.549736,99.805565
cocin cuart,-0.008428471,99.49022,98.230606
vend lind,-0.008433336,99.2418,97.80284
barb habit,-0.00850913,99.723114,99.65973
gimnasi parqu,-0.008542746,99.710175,99.66946
comedor balcon estudi,-0.008586235,99.75934,99.825005
estudi cocin integral,-0.008662017,99.754166,99.79584
sal ref,-0.008736578,99.34271,99.40697
sal oacut,-0.008747631,99.570435,98.88198
ubic aven,-0.008768759,99.66618,99.16391
deposit edifici terraz,-0.008906416,99.75934,99.94167
chimene funcional,-0.008912463,99.46952,99.99028
pis alcob sal,-0.008917484,99.52644,99.591675
remodel ilumin,-0.008929721,99.59373,99.61112
gimnasi jueg infantil,-0.009017219,99.87061,100.0
ban priv cocin,-0.009060716,99.81886,99.83473
comedor cocin ban,-0.009094988,99.56785,99.42641
comunal piscin,-0.009103503,99.81886,99.83473
luz natural espaci,-0.009164744,99.75934,99.562515
alcob ban cuart,-0.009170195,99.83439,99.69862
comedor hall,-0.009178739,99.575615,99.54307
exterior esquiner,-0.0091934195,99.7904,99.61112
american zon lavanderi,-0.009237448,99.69982,99.63056
comedor pis lamin,-0.00924804,99.62737,99.94167
habit closet principal,-0.009265063,99.83439,100.0
principal zon,-0.009280477,99.84215,99.99028
infantil salon,-0.009289069,99.27803,96.83066
lind modern,-0.00933246,99.60925,98.4056
vigil 247,-0.009346402,99.81627,99.581955
saln social,-0.00940411,99.67653,99.36807
supermerc parqu,-0.009412049,99.80592,99.85417
colegi jardin,-0.0094121015,99.761925,99.73751
campestr cod,-0.009557332,99.7904,99.931946
abiert lavanderi,-0.009566416,99.41258,99.552795
pis pis,-0.009659252,99.65842,99.72778
barb usaqun,-0.009754863,99.49022,99.50418
tin ban,-0.009799539,99.73088,99.90278
cam segur,-0.009828763,99.74123,99.825005
iacut acces,-0.009860227,99.05031,96.42233
cuadr centr,-0.0098705515,99.6429,99.64029
remodel ubic,-0.009883564,99.461754,99.53334
deposit ascensor,-0.009885015,99.77745,99.92222
priv sal comedor,-0.009906924,99.619606,99.65001
vigil 24h,-0.009957503,99.36601,99.2514
baos cocin,-0.010001618,99.74899,99.50418
espaci ubic,-0.010001903,99.07101,98.93059
balcon exterior,-0.010011008,99.39447,98.92086
cocin abiert gas,-0.010063471,99.723114,99.44585
comedor pis,-0.010076645,99.29873,99.03753
closet ban complet,-0.010084895,99.68947,99.75695
deposit vigil,-0.0101490365,99.40224,99.98056
bao social sal,-0.010156486,99.81368,99.84445
integral balcon,-0.010180612,97.596,99.42641
ampli closet,-0.010214525,99.32978,99.87361
abiert integral,-0.010302569,99.54715,99.64029
complet habit,-0.010340082,99.7464,99.92222
vigil hor cerc,-0.010360295,99.831795,99.98056
alcob balcon,-0.010367137,99.50316,99.6014
cuart ban servici,-0.010389887,99.74123,99.931946
minut centr comercial,-0.010393701,99.754166,99.97083
carrer aven,-0.010405826,97.9764,99.54307
cerc parqu,-0.010409405,99.59114,99.931946
const hall,-0.01044225,99.78263,100.0
el cit,-0.010490692,99.492805,99.94167
bbq ubic,-0.010559977,98.70097,99.43613
noven pis,-0.010568475,99.583374,99.815285
parqu infantil vigil,-0.010690892,97.435555,98.95975
fcil acces,-0.010772234,99.76969,99.92222
infantil zon,-0.010789061,99.34271,99.78612
espaci comedor auxili,-0.010836985,99.65066,99.90278
ampli conjunt,-0.01091459,99.82145,99.77639
muebl mader,-0.010976494,99.82145,100.0
alcob cocin,-0.011006659,99.67136,99.61112
cerc univers,-0.011142803,99.148636,99.40697
habit ban cocin,-0.011171813,99.55491,99.319466
tranquil cerc,-0.011177181,99.80334,97.84173
chimene gas cocin,-0.011187781,99.79557,99.688896
cocin american,-0.01123414,99.77745,99.76667
ilumin ventil,-0.011254431,99.76969,99.78612
conjunt piscin,-0.011291803,99.309074,99.89306
excelent ilumin,-0.011312238,99.780045,99.99028
principal vesti bao,-0.011362982,99.68947,99.99028
piscin saun,-0.011363165,99.44364,99.77639
exterior ilumin,-0.011384242,99.33237,99.72778
cercan via,-0.011417303,99.73088,99.54307
ilumin balcon,-0.011486846,99.82662,99.90278
ubic facil,-0.011501035,99.7257,99.89306
agend cit,-0.0115192775,99.82145,99.66946
comercial cercan,-0.011524388,99.75675,99.19308
pis total,-0.011593716,99.28579,98.20144
gimnasi terraz bbq,-0.011634748,99.39965,97.66673
cocin tip american,-0.011776533,99.59373,99.67918
via acces,-0.011794602,99.792984,99.95139
pis vist interior,-0.011857223,99.82145,99.688896
habit closets,-0.01195237,99.824036,100.0
visit salon comunal,-0.011982017,99.78263,99.89306
pis estrat,-0.012136266,99.56009,100.0
garaj depsit,-0.012194878,91.17615,95.45014
ban estudi cocin,-0.012217163,99.32978,99.76667
residencial parqu,-0.012258942,99.301315,99.75695
ilumin natural ampli,-0.012293112,98.92351,99.62084
terraz parqueader,-0.0123066595,99.67653,99.94167
cra cerc,-0.012310869,98.4422,99.105576
residencial facil,-0.012341906,99.80075,99.89306
lavanderi garaj,-0.012460055,99.82662,100.0
estuf gas,-0.012465546,99.83439,99.87361
fond pis,-0.012484137,99.59631,99.01808
ciud cerc,-0.012506967,99.70759,100.0
360 grad,-0.012516408,99.76452,99.70834
remodel excelent acab,-0.012542931,99.60149,99.591675
ubic terc,-0.012568807,99.00373,99.73751
closet cuart,-0.0127295945,98.82518,98.77503
comedor balcn cocin,-0.012735099,99.67136,99.71806
call 134,-0.012764674,99.6636,99.99028
social sal chimene,-0.012765826,99.767105,99.9125
transmileni call,-0.012921283,99.531624,99.88334
recepcion vigil,-0.013027922,93.3523,96.31539
barri cercan,-0.013054828,99.7257,100.0
excelent condicion,-0.013147117,99.684296,99.805565
agu corrient,-0.013150226,94.43651,94.24463
pis mader granadill,-0.013200828,98.93904,98.65837
rod zon,-0.01320886,99.80334,99.90278
garaj zon,-0.013218807,99.56009,99.94167
interior alcob,-0.013227819,99.21333,99.5139
conjunt parqueader,-0.01326916,99.39447,98.8917
semi abiert,-0.013374622,98.56383,99.18336
closet pis,-0.013450177,99.68171,99.50418
pis vist exterior,-0.013505097,95.186905,92.727974
priv cubiert,-0.013600877,99.448814,99.63056
comedor independient ban,-0.013661009,99.76969,99.53334
exterior cuart,-0.01370912,98.514656,98.123665
ban principal,-0.013763263,99.6429,99.85417
ubic pis vist,-0.013863382,99.65583,99.338905
ventil natural,-0.013904514,99.58596,99.72778
habit hall,-0.013966438,98.5897,99.43613
ban sal comedor,-0.013999051,99.75675,99.85417
calent pas gas,-0.014080241,99.52904,99.40697
porteri recepcion,-0.014149541,99.831795,99.94167
zon lavanderi edifici,-0.0141771855,99.72053,99.73751
cuadr habit,-0.014205984,99.7464,99.96111
closet principal,-0.0142683275,87.36459,82.014465
cercan transport,-0.014352022,99.71277,99.931946
acces facil,-0.014367415,99.77228,99.18336
habit ban habit,-0.0144090885,99.60149,99.5139
administr xxx,-0.014430082,99.244385,99.066696
comercial facil,-0.014444624,99.60149,99.65001
verd cerc,-0.014505643,99.52644,99.815285
bao cocin,-0.014523088,99.58855,99.66946
comedor cocin zon,-0.014567102,99.58855,99.66946
horn electr,-0.014715206,99.75158,99.95139
garaj servidumbr,-0.014722076,98.91575,99.805565
servici ampli,-0.014768253,99.65842,99.89306
deposit escaler,-0.014811777,99.69465,99.95139
sector tranquil,-0.014821376,99.73864,99.98056
zon parqu,-0.014848254,99.52904,99.98056
recib sol,-0.014868332,99.77228,99.89306
servici nivel,-0.015128813,99.77228,99.99028
pis edifici,-0.015129662,99.33754,99.88334
squash gimnasi,-0.015213189,99.62219,100.0
abiert alcob,-0.015237507,99.73605,100.0
gas calent,-0.015247295,99.54715,99.65001
cocin pis,-0.015335836,99.50316,99.47501
comedor chimene cocin,-0.015600771,99.409996,100.0
pis vist,-0.015615459,99.80592,99.85417
chimene comedor independient,-0.015634872,99.22886,97.73479
ascensor cerc,-0.015670441,99.378944,99.6014
social sal comedor,-0.015768634,97.9557,98.979195
comercial edir,-0.015812982,99.80592,99.99028
calent gas zon,-0.01586396,99.831795,99.98056
alcob baos sal,-0.015866742,99.67653,99.79584
independient conjunt,-0.015890963,99.79816,99.97083
integral ban,-0.015929006,99.3039,99.75695
vesti alcob,-0.015933368,99.79816,99.96111
parqu infantil salon,-0.01599914,99.22886,99.17364
duplex cedrit,-0.016050197,97.31135,98.42504
social salon jueg,-0.016133346,99.77745,99.9125
porter vigil,-0.016139202,99.505745,99.90278
ntild pati,-0.016173288,99.73347,99.65001
usaqu cod,-0.016178919,99.82662,100.0
cocin integral zon,-0.016194912,97.64517,99.63056
espaci ideal,-0.016251784,99.80851,99.97083
ban parqueader cubiert,-0.016279403,99.78781,99.75695
rop cubiert,-0.016352216,99.47211,99.9125
interior vist,-0.016390491,99.50316,99.572235
comedor espaci,-0.01640836,99.68171,99.87361
abiert pis mader,-0.016488066,99.61702,99.50418
comedor estudi cocin,-0.01649557,99.11759,99.231964
social zon lavanderi,-0.016613064,99.422935,99.74723
sal comedor ambient,-0.016630866,99.79816,99.89306
social vigil,-0.016632132,99.76969,99.88334
canch deport,-0.016639365,99.78522,99.90278
walking closet ban,-0.016705856,99.792984,99.94167
nort cerc,-0.016709754,99.01926,98.91114
parqueader ubic,-0.016809883,94.88933,92.601585
espaci ilumin,-0.016855363,99.76969,99.86389
zon residencial,-0.016922582,99.62478,99.815285
shut basur,-0.016948672,99.73864,99.815285
acab ilumin,-0.016949303,99.58079,99.49446
contador usaqun,-0.017000407,99.69206,99.61112
gas zon rop,-0.017032133,98.82518,99.76667
ver conocel,-0.017088419,99.80334,100.0
ban pis ceram,-0.017105216,98.926094,99.52362
hermos zon,-0.017156346,99.723114,99.95139
ban cocin,-0.017255384,99.62737,99.99028
vist exterior cocin,-0.01725878,99.54456,99.48473
movist aren,-0.017276092,99.26767,99.095856
ban social cocin,-0.017341897,99.63772,99.99028
distribucion sal,-0.017344207,97.89877,96.83066
ubic sext pis,-0.01737871,99.702415,99.581955
modern ubic,-0.017430171,94.21139,95.916794
ilumin natural pis,-0.017461363,99.60407,99.87361
zon rop independient,-0.017521089,99.15123,99.87361
hermos alcob ban,-0.017678663,99.80592,99.572235
edifici pis,-0.017714685,99.301315,99.92222
rop parqueader,-0.017723987,87.71913,84.31846
habit ampli,-0.01778575,99.723114,99.329185
dobl ascensor,-0.01779945,94.149284,95.95568
modern excelent,-0.017930822,99.5782,98.30838
cocin integr,-0.017966582,99.49539,99.825005
cuadr carrer,-0.018024966,99.74123,99.83473
colegi jardin infantil,-0.018094204,99.0089,99.48473
rop independient parqueader,-0.018107342,98.522415,99.231964
nivel terraz,-0.018190062,98.944214,99.79584
pis lamin cocin,-0.018197514,99.8111,99.552795
ampli zon verd,-0.018276358,99.500565,99.65001
ban pati rop,-0.018302685,97.75903,99.15419
deposit edifici ano,-0.018347604,98.83294,98.04588
tit plaz,-0.018557157,98.553474,99.2028
rop hall,-0.018627826,99.84215,99.95139
nivel habit,-0.018728534,99.42552,99.65001
excelent acces,-0.01875335,98.11097,97.86117
residencial cerc,-0.018761197,99.07359,99.095856
excelent barri,-0.018784562,99.71794,99.78612
est ubic,-0.018867321,99.48245,99.64029
segur cerc,-0.018884676,99.70759,99.84445
edifici saln comunal,-0.018910717,99.61184,99.63056
bbq gimnasi,-0.018915242,99.2832,99.18336
excelent distribucion,-0.0189343,99.67394,99.64029
vist orient,-0.019124566,99.75158,99.54307
acces edifici,-0.019185344,99.56526,99.40697
balcon parqueader line,-0.019257499,99.774864,99.74723
ban social complet,-0.019303855,98.96751,96.66538
parqu comerci,-0.019516256,97.89101,94.516846
verd bbq,-0.019556185,99.82662,99.98056
conjunt salon social,-0.01956745,99.710175,98.68754
segur hor,-0.019592606,99.72053,100.0
comerci restaur,-0.019670932,99.75934,99.95139
transport public,-0.019792706,99.81627,100.0
nivel independient,-0.019872677,99.66618,99.99028
natural zon lavanderi,-0.019974625,99.836975,99.84445
cocin zon rop,-0.020108528,99.75158,99.65973
distribu alcob,-0.020347841,99.81368,99.99028
pis ampli espaci,-0.02035736,99.492805,99.5139
alcob closet principal,-0.020393914,99.7904,99.805565
ilumin habit,-0.02039589,99.68171,99.99028
gas cortin,-0.020421967,99.8111,99.69862
centr comercial edir,-0.020477967,99.81886,99.572235
ban duch,-0.020663058,99.83439,99.75695
gas zon,-0.020714,99.836975,99.86389
conjunt vigil,-0.020723414,99.78263,99.688896
cocin ntild,-0.020807974,99.45141,99.552795
bao servici pis,-0.020889394,90.41022,90.861305
sitp transmileni,-0.020922106,99.08136,99.12502
auxili zon lavanderi,-0.021098921,99.81368,99.9125
bbq saln comunal,-0.021101655,99.55491,99.455574
cerc import,-0.021114381,96.25817,95.37237
vesti bao,-0.021181475,99.74381,99.47501
dobl cubiert,-0.02134413,99.46434,99.85417
sal comedor balcon,-0.021393476,99.66101,99.92222
chimene cocin cerr,-0.02144664,99.64807,99.74723
excelent alcob,-0.021488559,99.7904,99.83473
terc pis habit,-0.021497902,99.56009,99.84445
compart habit,-0.021508254,96.54539,96.908424
edifici ofrec,-0.021825427,98.36457,98.745865
aven noven,-0.021913221,99.23403,99.222244
antigued ano,-0.022026533,99.67394,99.61112
principal alcob,-0.02219034,99.01666,98.22089
calent pas,-0.022255218,98.5043,98.143105
abiert zon lavander,-0.022299241,99.68947,99.688896
exterior pis,-0.022313459,99.13052,99.00836
pis cerc,-0.02231705,99.10206,95.673744
ubicacin estratg,-0.022545941,97.45627,97.86117
integral sal comedor,-0.022639494,98.93904,98.87225
social parqu infantil,-0.022705905,99.60407,99.69862
pis alfombr,-0.022748135,99.38154,99.47501
zon lavander,-0.022883268,99.43329,99.309746
alcob pis,-0.022888452,99.77228,99.99028
verd parqueader,-0.022925671,99.78263,99.84445
barri unid,-0.022932922,99.453995,99.76667
estudi sal comedor,-0.022939045,99.7257,99.41669
ban ban alcob,-0.022946596,99.15382,99.42641
zon comun,-0.022994475,99.50833,99.30002
parqueader sotan,-0.023012524,98.86917,98.493095
barb oriental,-0.023027614,99.82662,99.805565
barri contador,-0.023097614,99.6429,99.455574
visit cerc,-0.023113638,99.35566,99.40697
zon residencial comercial,-0.023246173,98.88728,98.48337
ampli habit,-0.02329385,99.49539,99.37779
balcn bao,-0.023351956,99.73347,99.79584
cedrit const,-0.023428421,99.71794,100.0
habit ban sal,-0.023503859,99.83439,99.329185
modern habit,-0.02350574,99.824036,99.94167
pis cocin,-0.023513453,96.868835,96.96676
cocin abiert sal,-0.02357741,99.82145,99.72778
remodel habit,-0.023780126,98.44997,98.42504
parqueader visit,-0.023922507,98.60781,99.26113
lavand iacut,-0.023949824,99.79557,99.83473
electr zon lavanderi,-0.023962025,99.22627,99.455574
deposit parqueader,-0.023971932,99.78263,99.99028
parqueader descubiert,-0.024005385,99.11759,98.52226
const sal,-0.024126045,99.575615,99.61112
parqueader conjunt,-0.024160558,99.824036,99.84445
univers centr,-0.02418448,99.583374,99.70834
semi abiert zon,-0.024190782,99.80334,99.88334
garaj lne,-0.024396403,99.640305,99.52362
cocin semi,-0.024493812,99.65583,100.0
hom cent,-0.0245276,99.81886,99.98056
ilumin ubic,-0.024565235,99.640305,99.338905
are sal comedor,-0.024674347,99.513504,99.65973
ascensor salon,-0.024731552,99.619606,99.455574
social bbq,-0.024795454,99.82145,99.94167
lavander bao,-0.024822922,99.30649,98.64865
alcob ban alcob,-0.02492367,99.80592,99.74723
dobl parqueader,-0.024964567,99.774864,99.53334
cedrit usaqu,-0.02506767,99.56009,99.19308
exterior luz,-0.025154179,99.68171,99.73751
apartaestudi sant barb,-0.025352644,99.73864,99.825005
barr american,-0.025449114,99.19522,98.745865
gas natural zon,-0.025623381,99.715355,99.65001
garaj sal,-0.025763163,99.371185,99.18336
auxili garaj,-0.02576773,99.88873,100.0
bbq jueg infantil,-0.025866652,99.63772,99.76667
sant barb central,-0.026022935,98.004875,98.88198
jueg sal,-0.026060633,98.004875,98.88198
inclu administr,-0.026080782,96.98528,98.27921
parqueader independient cubiert,-0.026142366,98.87694,99.12502
cedrit vend,-0.026343944,99.44364,99.72778
ascensor torr,-0.026406867,99.80592,99.85417
independient garaj,-0.02641604,99.836975,99.931946
servici garaj line,-0.026649887,99.72053,99.931946
ubic call,-0.02667952,98.90022,99.455574
cerc estacion,-0.026789326,99.7257,99.92222
walking closet bao,-0.02682633,99.83439,99.89306
constru excelent,-0.02685684,99.653244,99.552795
edifici vigil,-0.026912961,99.58855,99.6014
calid vid,-0.026929513,99.45658,99.2514
semi integral,-0.027003163,99.69465,99.16391
abiert tip american,-0.027064918,99.583374,99.688896
esquiner remodel,-0.027220514,98.64404,99.44585
barri vill,-0.02727212,99.25991,99.78612
caracterist adicional,-0.027326856,99.52644,99.231964
pis remodel,-0.027444795,99.74899,99.97083
tip american,-0.027726918,99.74381,99.92222
distribu sal,-0.027834628,99.83439,99.86389
ubic pis,-0.027917804,99.79816,99.74723
ban habit principal,-0.027918074,99.00632,99.212524
distribu pis,-0.027954213,99.80851,99.89306
const habit,-0.02828691,99.63513,99.97083
lavander habit,-0.028496243,99.715355,99.67918
sal cocin,-0.028498797,99.71277,99.825005
balcon pequen,-0.028554557,99.71794,99.805565
carrer septim,-0.028707838,99.192635,99.19308
par par,-0.028843852,99.774864,99.78612
parqueader servidumbr,-0.028934043,99.653244,99.71806
principal via,-0.029022688,95.16362,92.621025
barb sant,-0.029128298,99.78522,99.72778
ban ban auxili,-0.02915211,97.21043,95.58625
independient cubiert,-0.029210767,99.60667,99.79584
jacquelin martin,-0.02925345,99.17193,99.14447
zon rop,-0.029305689,99.653244,99.84445
lavanderi independient alcob,-0.029409517,48.906662,56.048286
conjunt ascensor,-0.029495759,97.94535,98.07506
ventilacin natural,-0.02950317,96.57385,97.80284
alcob ban pis,-0.029534023,98.6104,99.212524
zon alta,-0.029594066,99.62996,99.61112
parqueader pis,-0.02964613,97.1509,97.81256
ilumin lind,-0.029712643,99.66877,99.90278
vigil hor parqueader,-0.029726382,98.63369,99.44585
excelent distribucin,-0.029774256,95.62679,95.92651
acces transport,-0.029793978,99.81368,99.95139
estacion transmileni,-0.029799946,99.62737,99.97083
via acces ubic,-0.029841043,99.441055,99.591675
principal bao,-0.029889204,99.24956,99.67918
edifici terraz,-0.029998852,99.82921,99.62084
ascensor parqueader,-0.030023923,99.461754,99.61112
zon lavanderi,-0.030053545,99.18228,99.241684
bao priv bao,-0.030399645,99.77745,99.84445
cuart pis ascensor,-0.030421529,99.56785,99.74723
cuart pis,-0.03042514,98.96751,98.006996
rut transport,-0.030593684,99.3246,99.825005
zon rop garaj,-0.030631427,99.80592,99.92222
ban alcob cocin,-0.030667357,99.81627,99.931946
bbq cerc,-0.030861052,99.76452,99.90278
ban social nivel,-0.030986821,99.36342,99.01808
zon tranquil,-0.031143907,99.60149,99.63056
principal ntild,-0.03124958,99.52904,99.86389
conjunt residencial,-0.031316124,99.66101,99.84445
